ABSENCE [('Ost-Berlin', 0.24294942617416382), ('sowjetischen_Streitkraefte', 0.24120886623859406), ('Kriegszeiten', 0.23022602498531342), ('Otto_Grotewohl', 0.22882062196731567), ('DDR-', 0.2279011607170105), ('Frankfurter_Westend', 0.2263510525226593), ('DDR-Regimes', 0.22561179101467133), ('Rabat', 0.22538001835346222), ('DDR-Buerger', 0.224553644657135), ('DDR', 0.22431010007858276)] Abwesenheit 0
Metric [('1600000', 0.28941813111305237), ('248000', 0.2654940187931061), ('435000', 0.2650676369667053), ('420000', 0.26166820526123047), ('293', 0.26128000020980835), ('736', 0.2590034604072571), ('677', 0.25656720995903015), ('751', 0.2555875778198242), ('rund_37000', 0.2553141713142395), ('224000', 0.2541600167751312)] Kriterium 0
Metric [('1600000', 0.28941813111305237), ('248000', 0.2654940187931061), ('435000', 0.2650676369667053), ('420000', 0.26166820526123047), ('293', 0.26128000020980835), ('736', 0.2590034604072571), ('677', 0.25656720995903015), ('751', 0.2555875778198242), ('rund_37000', 0.2553141713142395), ('224000', 0.2541600167751312)] Kennzahl 0
Metric [('1600000', 0.28941813111305237), ('248000', 0.2654940187931061), ('435000', 0.2650676369667053), ('420000', 0.26166820526123047), ('293', 0.26128000020980835), ('736', 0.2590034604072571), ('677', 0.25656720995903015), ('751', 0.2555875778198242), ('rund_37000', 0.2553141713142395), ('224000', 0.2541600167751312)] Kennzahl 0
Metric [('1600000', 0.28941813111305237), ('248000', 0.2654940187931061), ('435000', 0.2650676369667053), ('420000', 0.26166820526123047), ('293', 0.26128000020980835), ('736', 0.2590034604072571), ('677', 0.25656720995903015), ('751', 0.2555875778198242), ('rund_37000', 0.2553141713142395), ('224000', 0.2541600167751312)] Indikator 0
Metric [('1600000', 0.28941813111305237), ('248000', 0.2654940187931061), ('435000', 0.2650676369667053), ('420000', 0.26166820526123047), ('293', 0.26128000020980835), ('736', 0.2590034604072571), ('677', 0.25656720995903015), ('751', 0.2555875778198242), ('rund_37000', 0.2553141713142395), ('224000', 0.2541600167751312)] Indikator 0
Metric [('1600000', 0.28941813111305237), ('248000', 0.2654940187931061), ('435000', 0.2650676369667053), ('420000', 0.26166820526123047), ('293', 0.26128000020980835), ('736', 0.2590034604072571), ('677', 0.25656720995903015), ('751', 0.2555875778198242), ('rund_37000', 0.2553141713142395), ('224000', 0.2541600167751312)] Metrik 0
Metric [('1600000', 0.28941813111305237), ('248000', 0.2654940187931061), ('435000', 0.2650676369667053), ('420000', 0.26166820526123047), ('293', 0.26128000020980835), ('736', 0.2590034604072571), ('677', 0.25656720995903015), ('751', 0.2555875778198242), ('rund_37000', 0.2553141713142395), ('224000', 0.2541600167751312)] Metrik 0
METRICS [('Stuetzpunktes', 0.28175467252731323), ('Militaersiedlung', 0.2760504484176636), ('waehrend_Vietnamkriegs', 0.2755337357521057), ('Militaerlagers', 0.26393136382102966), ('sowjetischen_Streitkraefte', 0.26240888237953186), ('Militaerlager', 0.2598504424095154), ('Jagdbomber', 0.2592255473136902), ('Marion_Zimmer', 0.2587481141090393), ('einschneidendes_Ereignis', 0.2533937990665436), ('Militaerflughafen', 0.25279298424720764)] Verslehre 0
METRICS [('Stuetzpunktes', 0.28175467252731323), ('Militaersiedlung', 0.2760504484176636), ('waehrend_Vietnamkriegs', 0.2755337357521057), ('Militaerlagers', 0.26393136382102966), ('sowjetischen_Streitkraefte', 0.26240888237953186), ('Militaerlager', 0.2598504424095154), ('Jagdbomber', 0.2592255473136902), ('Marion_Zimmer', 0.2587481141090393), ('einschneidendes_Ereignis', 0.2533937990665436), ('Militaerflughafen', 0.25279298424720764)] Verslehre 0
METRICS [('Stuetzpunktes', 0.28175467252731323), ('Militaersiedlung', 0.2760504484176636), ('waehrend_Vietnamkriegs', 0.2755337357521057), ('Militaerlagers', 0.26393136382102966), ('sowjetischen_Streitkraefte', 0.26240888237953186), ('Militaerlager', 0.2598504424095154), ('Jagdbomber', 0.2592255473136902), ('Marion_Zimmer', 0.2587481141090393), ('einschneidendes_Ereignis', 0.2533937990665436), ('Militaerflughafen', 0.25279298424720764)] Metrik 0
METRICS [('Stuetzpunktes', 0.28175467252731323), ('Militaersiedlung', 0.2760504484176636), ('waehrend_Vietnamkriegs', 0.2755337357521057), ('Militaerlagers', 0.26393136382102966), ('sowjetischen_Streitkraefte', 0.26240888237953186), ('Militaerlager', 0.2598504424095154), ('Jagdbomber', 0.2592255473136902), ('Marion_Zimmer', 0.2587481141090393), ('einschneidendes_Ereignis', 0.2533937990665436), ('Militaerflughafen', 0.25279298424720764)] Metrik 0
Middle [('kollidieren', 0.25281020998954773), ('knickt', 0.24226626753807068), ('aeltester_Athlet', 0.22228309512138367), ('zweigt_unbefestigte', 0.21932350099086761), ('prallen', 0.21914298832416534), ('Volker_Schimkus', 0.21367843449115753), ('Askim', 0.21085195243358612), ('Ørsted', 0.20949693024158478), ('Handel_Verkehr', 0.20771734416484833), ('Rønne', 0.2075437307357788)] Mittig 0
Middle [('kollidieren', 0.25281020998954773), ('knickt', 0.24226626753807068), ('aeltester_Athlet', 0.22228309512138367), ('zweigt_unbefestigte', 0.21932350099086761), ('prallen', 0.21914298832416534), ('Volker_Schimkus', 0.21367843449115753), ('Askim', 0.21085195243358612), ('Ørsted', 0.20949693024158478), ('Handel_Verkehr', 0.20771734416484833), ('Rønne', 0.2075437307357788)] Mittel- 0
Middle [('kollidieren', 0.25281020998954773), ('knickt', 0.24226626753807068), ('aeltester_Athlet', 0.22228309512138367), ('zweigt_unbefestigte', 0.21932350099086761), ('prallen', 0.21914298832416534), ('Volker_Schimkus', 0.21367843449115753), ('Askim', 0.21085195243358612), ('Ørsted', 0.20949693024158478), ('Handel_Verkehr', 0.20771734416484833), ('Rønne', 0.2075437307357788)] mittlere 0
Middle [('kollidieren', 0.25281020998954773), ('knickt', 0.24226626753807068), ('aeltester_Athlet', 0.22228309512138367), ('zweigt_unbefestigte', 0.21932350099086761), ('prallen', 0.21914298832416534), ('Volker_Schimkus', 0.21367843449115753), ('Askim', 0.21085195243358612), ('Ørsted', 0.20949693024158478), ('Handel_Verkehr', 0.20771734416484833), ('Rønne', 0.2075437307357788)] Mittelpunkt 0
Middle [('kollidieren', 0.25281020998954773), ('knickt', 0.24226626753807068), ('aeltester_Athlet', 0.22228309512138367), ('zweigt_unbefestigte', 0.21932350099086761), ('prallen', 0.21914298832416534), ('Volker_Schimkus', 0.21367843449115753), ('Askim', 0.21085195243358612), ('Ørsted', 0.20949693024158478), ('Handel_Verkehr', 0.20771734416484833), ('Rønne', 0.2075437307357788)] Mitte 0
Middle [('kollidieren', 0.25281020998954773), ('knickt', 0.24226626753807068), ('aeltester_Athlet', 0.22228309512138367), ('zweigt_unbefestigte', 0.21932350099086761), ('prallen', 0.21914298832416534), ('Volker_Schimkus', 0.21367843449115753), ('Askim', 0.21085195243358612), ('Ørsted', 0.20949693024158478), ('Handel_Verkehr', 0.20771734416484833), ('Rønne', 0.2075437307357788)] Mitte 0
MidWeek [('Wohnstaetten', 0.19803261756896973), ('arme_Leute', 0.17324870824813843), ('Evakuierte', 0.16989372670650482), ('Dekabristen', 0.16402065753936768), ('Arbeiter_Angestellte', 0.16270850598812103), ('ziemlicher_Sicherheit', 0.16227293014526367), ('Betreuungsplaetze', 0.158734530210495), ('anziehend', 0.15774720907211304), ('Staffage', 0.1568700075149536), ('uebersiedelten', 0.15602125227451324)] MIttwoch 0
MIL [('Senatoren_class', 0.2370815873146057), ('Neunzehn', 0.20495353639125824), ('Chaoyang', 0.2044047713279724), ('Taiyuan', 0.2040225714445114), ('Guizhou', 0.20248153805732727), ('Wettbewerbe_ausgetragen', 0.2014034390449524), ('Guangxi_Zhuang', 0.2013753205537796), ('nordwestchinesischen_Provinz', 0.19916945695877075), ('Xizang', 0.19770152866840363), ('zentralchinesischen_Provinz', 0.19487586617469788)] strich 0
MIL [('Senatoren_class', 0.2370815873146057), ('Neunzehn', 0.20495353639125824), ('Chaoyang', 0.2044047713279724), ('Taiyuan', 0.2040225714445114), ('Guizhou', 0.20248153805732727), ('Wettbewerbe_ausgetragen', 0.2014034390449524), ('Guangxi_Zhuang', 0.2013753205537796), ('nordwestchinesischen_Provinz', 0.19916945695877075), ('Xizang', 0.19770152866840363), ('zentralchinesischen_Provinz', 0.19487586617469788)] strich 0
MIL [('Senatoren_class', 0.2370815873146057), ('Neunzehn', 0.20495353639125824), ('Chaoyang', 0.2044047713279724), ('Taiyuan', 0.2040225714445114), ('Guizhou', 0.20248153805732727), ('Wettbewerbe_ausgetragen', 0.2014034390449524), ('Guangxi_Zhuang', 0.2013753205537796), ('nordwestchinesischen_Provinz', 0.19916945695877075), ('Xizang', 0.19770152866840363), ('zentralchinesischen_Provinz', 0.19487586617469788)] strich 0
Mile [('erstarkten', 0.18549257516860962), ('mykenischen', 0.18409578502178192), ('voneinander_abweichenden', 0.1794305294752121), ('aussereuropaeischen', 0.1779179871082306), ('aufwertete', 0.17576749622821808), ('expandierte_Unternehmen', 0.17519433796405792), ('Altertum', 0.17202956974506378), ('Zulassungszahlen', 0.17191359400749207), ('muendlichen_Ueberlieferungen', 0.1708059310913086), ('vieler_europaeischer', 0.17064374685287476)] Meile 0
Mile [('erstarkten', 0.18549257516860962), ('mykenischen', 0.18409578502178192), ('voneinander_abweichenden', 0.1794305294752121), ('aussereuropaeischen', 0.1779179871082306), ('aufwertete', 0.17576749622821808), ('expandierte_Unternehmen', 0.17519433796405792), ('Altertum', 0.17202956974506378), ('Zulassungszahlen', 0.17191359400749207), ('muendlichen_Ueberlieferungen', 0.1708059310913086), ('vieler_europaeischer', 0.17064374685287476)] Meile 0
Mile [('erstarkten', 0.18549257516860962), ('mykenischen', 0.18409578502178192), ('voneinander_abweichenden', 0.1794305294752121), ('aussereuropaeischen', 0.1779179871082306), ('aufwertete', 0.17576749622821808), ('expandierte_Unternehmen', 0.17519433796405792), ('Altertum', 0.17202956974506378), ('Zulassungszahlen', 0.17191359400749207), ('muendlichen_Ueberlieferungen', 0.1708059310913086), ('vieler_europaeischer', 0.17064374685287476)] Meile 0
Mile [('erstarkten', 0.18549257516860962), ('mykenischen', 0.18409578502178192), ('voneinander_abweichenden', 0.1794305294752121), ('aussereuropaeischen', 0.1779179871082306), ('aufwertete', 0.17576749622821808), ('expandierte_Unternehmen', 0.17519433796405792), ('Altertum', 0.17202956974506378), ('Zulassungszahlen', 0.17191359400749207), ('muendlichen_Ueberlieferungen', 0.1708059310913086), ('vieler_europaeischer', 0.17064374685287476)] Meile 0
MILLENNIUM [('Saigon', 0.15072913467884064), ('15000_20000', 0.1500249207019806), ('Boris_Jelzin', 0.14876516163349152), ('drittes', 0.14708121120929718), ('Bundespraesident_Horst', 0.14548952877521515), ('Bamako', 0.14441955089569092), ('anfang', 0.1438651978969574), ('Denkmals', 0.14087344706058502), ('Linienfluege', 0.14063683152198792), ('Choe', 0.13954532146453857)] Jahrtausend 0
MILLENNIUM [('Saigon', 0.15072913467884064), ('15000_20000', 0.1500249207019806), ('Boris_Jelzin', 0.14876516163349152), ('drittes', 0.14708121120929718), ('Bundespraesident_Horst', 0.14548952877521515), ('Bamako', 0.14441955089569092), ('anfang', 0.1438651978969574), ('Denkmals', 0.14087344706058502), ('Linienfluege', 0.14063683152198792), ('Choe', 0.13954532146453857)] Millennium 0
millibar [('Marinen', 0.1984746903181076), ('Offizierin', 0.19325391948223114), ('Punkrock-Band', 0.18795381486415863), ('Dir_en', 0.18514595925807953), ('Kategorisierung', 0.1846817284822464), ('Harrier', 0.18192599713802338), ('Suedlaender', 0.17758649587631226), ('Containerschiffen', 0.17601537704467773), ('Regionalligen', 0.17595741152763367), ('Alpha_Jet', 0.17421117424964905)] Millibar 0
million [('and_Natural', 0.25035718083381653), ('Resources_IUCN', 0.24388763308525085), ('for_Conservation', 0.24188728630542755), ('Bestenliste_deutscher', 0.21786047518253326), ('of_Nature', 0.21767348051071167), ('Seekarten', 0.2039627730846405), ('teamintern', 0.20344188809394836), ('grossen_Verbreitungsgebiets', 0.2025090903043747), ('Chronometer', 0.20210546255111694), ('René_Bonnet', 0.20147447288036346)] Million 0
million [('and_Natural', 0.25035718083381653), ('Resources_IUCN', 0.24388763308525085), ('for_Conservation', 0.24188728630542755), ('Bestenliste_deutscher', 0.21786047518253326), ('of_Nature', 0.21767348051071167), ('Seekarten', 0.2039627730846405), ('teamintern', 0.20344188809394836), ('grossen_Verbreitungsgebiets', 0.2025090903043747), ('Chronometer', 0.20210546255111694), ('René_Bonnet', 0.20147447288036346)] Million 0
millisecond [('Det', 0.2460021823644638), ('Dalian_Shide', 0.24349479377269745), ('All-Star-Team', 0.23988784849643707), ('Skinationalmannschaft', 0.23876513540744781), ('Øster', 0.2380564659833908), ('bislang_einzigen', 0.2343028038740158), ('Xu', 0.23392613232135773), ('Formel-1-Rennwagen', 0.2337043434381485), ('faeroeische', 0.2329879254102707), ('Volleyballnationalmannschaft_Maenner', 0.23245200514793396)] Millisekunde 0
Minimum [('Bedford', 0.236630380153656), ('Judd', 0.2098390907049179), ('Danaos', 0.20800964534282684), ('Ersatzteillager', 0.20511172711849213), ('Darryl', 0.200992614030838), ('Union_Pacific', 0.19978682696819305), ('BMT', 0.19645202159881592), ('Paterson', 0.1937990039587021), ('Staatseisenbahnen', 0.19100987911224365), ('Midland_Railway', 0.18980424106121063)] minimal 0
Minimum [('Bedford', 0.236630380153656), ('Judd', 0.2098390907049179), ('Danaos', 0.20800964534282684), ('Ersatzteillager', 0.20511172711849213), ('Darryl', 0.200992614030838), ('Union_Pacific', 0.19978682696819305), ('BMT', 0.19645202159881592), ('Paterson', 0.1937990039587021), ('Staatseisenbahnen', 0.19100987911224365), ('Midland_Railway', 0.18980424106121063)] minimum 0
Minority [('Sein_kompositorisches', 0.28717952966690063), ('werdender', 0.26693782210350037), ('Umschichtungen', 0.26684319972991943), ('Sein_literarisches', 0.26431503891944885), ('Wahrheit', 0.26404452323913574), ('Zeitumstaende', 0.263917475938797), ('fatalen', 0.257724791765213), ('abzeichnenden', 0.2577167749404907), ('Gesamtprojekts', 0.2573150098323822), ('Staatskassen', 0.2559942305088043)] Minderheit 0
Minority [('Sein_kompositorisches', 0.28717952966690063), ('werdender', 0.26693782210350037), ('Umschichtungen', 0.26684319972991943), ('Sein_literarisches', 0.26431503891944885), ('Wahrheit', 0.26404452323913574), ('Zeitumstaende', 0.263917475938797), ('fatalen', 0.257724791765213), ('abzeichnenden', 0.2577167749404907), ('Gesamtprojekts', 0.2573150098323822), ('Staatskassen', 0.2559942305088043)] Minderheit 0
MINT [('Oblast_Kaliningrad', 0.23704752326011658), ('Einflussgebiet', 0.23216597735881805), ('Worden', 0.2222031056880951), ('College-Studenten', 0.2151607722043991), ('Warm_Springs', 0.2123851776123047), ('entlang_Kueste', 0.21138645708560944), ('Louisiana_Purchase', 0.21014173328876495), ('Rinderfarmen', 0.20999369025230408), ('Entdeckerin', 0.20954124629497528), ('David_Porter', 0.20753440260887146)] einwandfrei 0
MINT [('Oblast_Kaliningrad', 0.23704752326011658), ('Einflussgebiet', 0.23216597735881805), ('Worden', 0.2222031056880951), ('College-Studenten', 0.2151607722043991), ('Warm_Springs', 0.2123851776123047), ('entlang_Kueste', 0.21138645708560944), ('Louisiana_Purchase', 0.21014173328876495), ('Rinderfarmen', 0.20999369025230408), ('Entdeckerin', 0.20954124629497528), ('David_Porter', 0.20753440260887146)] Minze 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] winzig 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] winzig 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] winzig 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] moment 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] moment 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] moment 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] Minute 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] Minute 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] Minute 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] Minute 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] Minute 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] Minute 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] protokollieren 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] protokollieren 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] protokollieren 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] aufzeichnen 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] aufzeichnen 0
MINUTE [('Tedeschi', 0.2200343757867813), ('Kinder-_Hausmaerchen', 0.2186184674501419), ('Dorchester_1999', 0.21598920226097107), ('IOC', 0.2100478857755661), ('verbirgt', 0.2093380093574524), ('Asselborn', 0.20897813141345978), ('Ernst_Thaelmanns', 0.2081064134836197), ('franzoesischen_Sozialisten', 0.20701263844966888), ('Akira', 0.20624715089797974), ('PSI', 0.20509223639965057)] aufzeichnen 0
minutes [('Region_Lombardei', 0.20886549353599548), ('Osella', 0.19575738906860352), ('Iker_Casillas', 0.19484001398086548), ('Valle_del', 0.18987663090229034), ('Garelli', 0.18985135853290558), ('Þór', 0.18735215067863464), ('Wirtschaftsmodell', 0.18633127212524414), ('Kampanien', 0.18500365316867828), ('FER', 0.18434536457061768), ('Corse', 0.18383610248565674)] Protokoll 0
minutes [('Region_Lombardei', 0.20886549353599548), ('Osella', 0.19575738906860352), ('Iker_Casillas', 0.19484001398086548), ('Valle_del', 0.18987663090229034), ('Garelli', 0.18985135853290558), ('Þór', 0.18735215067863464), ('Wirtschaftsmodell', 0.18633127212524414), ('Kampanien', 0.18500365316867828), ('FER', 0.18434536457061768), ('Corse', 0.18383610248565674)] Protokoll 0
minutes [('Region_Lombardei', 0.20886549353599548), ('Osella', 0.19575738906860352), ('Iker_Casillas', 0.19484001398086548), ('Valle_del', 0.18987663090229034), ('Garelli', 0.18985135853290558), ('Þór', 0.18735215067863464), ('Wirtschaftsmodell', 0.18633127212524414), ('Kampanien', 0.18500365316867828), ('FER', 0.18434536457061768), ('Corse', 0.18383610248565674)] Protokoll 0
mite [('baumbestandene', 0.29448866844177246), ('Wallhecken', 0.28952252864837646), ('Kleingartenanlagen', 0.28183743357658386), ('Renaturierung', 0.272140771150589), ('Auenlandschaft', 0.27175676822662354), ('angrenzenden_Flaechen', 0.2696288228034973), ('Landesgrenze_Sachsen', 0.2695580720901489), ('Flussniederung', 0.2665168344974518), ('Neupflanzung', 0.2660398483276367), ('Huegellandschaft', 0.2623791992664337)] Milbe 0
modicum [('geteerten', 0.3027540147304535), ('gegenueberliegenden_Ufer', 0.29930323362350464), ('schnurgeraden', 0.2907216250896454), ('Bassin', 0.2837284207344055), ('verbreiterten', 0.28315305709838867), ('tiefliegenden', 0.2827821373939514), ('geradliniger', 0.2824244201183319), ('Upington', 0.2823249399662018), ('tief_liegenden', 0.2819816470146179), ('landseitig', 0.27910086512565613)] Bisschen 0
moment [('Malaysien', 0.29853031039237976), ('Nordjapan', 0.28187844157218933), ('Liaoyang', 0.2732444107532501), ('Sozialistische_Republik', 0.27013832330703735), ('Botschafter_Vereinten', 0.2699737846851349), ('Griechenland_Groenland', 0.267657995223999), ('Taifun_Wipha', 0.26717445254325867), ('Eisenbahn-Schnellfahrstrecke', 0.2664657235145569), ('Suedafrika_Suedkorea', 0.26523080468177795), ('Vietnam', 0.26492181420326233)] moment 0
moment [('Malaysien', 0.29853031039237976), ('Nordjapan', 0.28187844157218933), ('Liaoyang', 0.2732444107532501), ('Sozialistische_Republik', 0.27013832330703735), ('Botschafter_Vereinten', 0.2699737846851349), ('Griechenland_Groenland', 0.267657995223999), ('Taifun_Wipha', 0.26717445254325867), ('Eisenbahn-Schnellfahrstrecke', 0.2664657235145569), ('Suedafrika_Suedkorea', 0.26523080468177795), ('Vietnam', 0.26492181420326233)] Augenblick 0
moment [('Malaysien', 0.29853031039237976), ('Nordjapan', 0.28187844157218933), ('Liaoyang', 0.2732444107532501), ('Sozialistische_Republik', 0.27013832330703735), ('Botschafter_Vereinten', 0.2699737846851349), ('Griechenland_Groenland', 0.267657995223999), ('Taifun_Wipha', 0.26717445254325867), ('Eisenbahn-Schnellfahrstrecke', 0.2664657235145569), ('Suedafrika_Suedkorea', 0.26523080468177795), ('Vietnam', 0.26492181420326233)] moment 0
moment [('Malaysien', 0.29853031039237976), ('Nordjapan', 0.28187844157218933), ('Liaoyang', 0.2732444107532501), ('Sozialistische_Republik', 0.27013832330703735), ('Botschafter_Vereinten', 0.2699737846851349), ('Griechenland_Groenland', 0.267657995223999), ('Taifun_Wipha', 0.26717445254325867), ('Eisenbahn-Schnellfahrstrecke', 0.2664657235145569), ('Suedafrika_Suedkorea', 0.26523080468177795), ('Vietnam', 0.26492181420326233)] Zeitpunkt 0
MONTH [('NJW', 0.23526988923549652), ('Steuern_hinterzogen', 0.21202361583709717), ('Schuldscheine', 0.21195168793201447), ('Faelschung', 0.20288877189159393), ('betruebt', 0.20265766978263855), ('davongekommen', 0.19489331543445587), ('eingetragenen_Kulturdenkmale', 0.19477079808712006), ('Vermaechtnisse', 0.19431796669960022), ('foedus', 0.19403864443302155), ('Frontsoldat', 0.1929146945476532)] Monat 0
