ace [('britisch-amerikanischen', 0.23717176914215088), ('Oland', 0.2329120934009552), ('fiktiven', 0.23180009424686432), ('Entstanden', 0.2246607393026352), ('Joerg_Mantzsch', 0.21548818051815033), ('Administrativ_gehoert', 0.21320520341396332), ('Comic-Reihe', 0.21080315113067627), ('Surreale', 0.210685133934021), ('of_Business', 0.20934410393238068), ('abgedruckte', 0.2089332640171051)] ASS 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Ader 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Blei 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Durchschuss 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Leine 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] leiten 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Leitung 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Lot 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Mine 0
lead [('Hauptakteur', 0.21556973457336426), ('Festival_d’Animation', 0.20377697050571442), ('sensibel', 0.20273526012897491), ('Orgelwettbewerb', 0.2020408660173416), ('diskreten', 0.20019768178462982), ('Asian', 0.19735993444919586), ('VCS', 0.19429998099803925), ('Franz_Hohler', 0.19389276206493378), ('Osamu_Tezuka', 0.19347479939460754), ('mitbegruendete', 0.19295330345630646)] Spur 0
Leash [('Nach_Rueckkehr', 0.23256611824035645), ('Guse', 0.2321331948041916), ('veraendernden', 0.22956500947475433), ('angeregter', 0.2244795560836792), ('Praemissen', 0.22374765574932098), ('erzaehlen', 0.21957695484161377), ('Jaschke', 0.21954992413520813), ('differenzieren', 0.21867287158966064), ('Kubelka', 0.21730010211467743), ('verfilmte', 0.21663427352905273)] Hundeleine 0
Lineage [('90Die_Gruenen', 0.23310059309005737), ('Albig_SPD', 0.22165563702583313), ('Ramsauers', 0.21517641842365265), ('Luftnummer', 0.21081776916980743), ('absolutistischen', 0.21060003340244293), ('Albig', 0.2083505541086197), ('Justizministerin_Beatrix', 0.20806430280208588), ('Wutbuerger', 0.2071486860513687), ('Baden-Wuerttembergs_Ministerpraesident', 0.20568327605724335), ('de_Maizières', 0.20329368114471436)] Geschlecht 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Begehren 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Ehren 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] gieren 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] lechzen 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Liebe 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] lieben 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Lieber 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Liebes 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Liebling 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Liebste 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] minne 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] null 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Schatz 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] schmachten 0
LOVE [('Zuendtemperatur_betraegt', 0.2459668666124344), ('Sprechzeit', 0.24277935922145844), ('Flugziele', 0.24118490517139435), ('Bankstellen', 0.240704745054245), ('naechstgelegene_Grossstadt', 0.23916982114315033), ('Villingen_Schwenningen', 0.2378748506307602), ('Fluege_annulliert', 0.23631146550178528), ('naechste_Autobahnanschlussstelle', 0.23530612885951996), ('jaehrliche_Niederschlagsmenge', 0.23417726159095764), ('Mannschaften_bestritten', 0.23351997137069702)] Zuneigung 0
match [('Gestaltungsbeirat', 0.24747630953788757), ('Juedischen_Museum', 0.23840303719043732), ('Theatergebaeude', 0.23432983458042145), ('POST', 0.22935807704925537), ('SOM', 0.22843116521835327), ('INS', 0.22755129635334015), ('folgendem_Wortlaut', 0.2263215035200119), ('Luftfahrtausstellung', 0.22564241290092468), ('BIN', 0.22441138327121735), ('Research_Projects', 0.2242322862148285)] passen 0
match [('Gestaltungsbeirat', 0.24747630953788757), ('Juedischen_Museum', 0.23840303719043732), ('Theatergebaeude', 0.23432983458042145), ('POST', 0.22935807704925537), ('SOM', 0.22843116521835327), ('INS', 0.22755129635334015), ('folgendem_Wortlaut', 0.2263215035200119), ('Luftfahrtausstellung', 0.22564241290092468), ('BIN', 0.22441138327121735), ('Research_Projects', 0.2242322862148285)] Spiel 0
match [('Gestaltungsbeirat', 0.24747630953788757), ('Juedischen_Museum', 0.23840303719043732), ('Theatergebaeude', 0.23432983458042145), ('POST', 0.22935807704925537), ('SOM', 0.22843116521835327), ('INS', 0.22755129635334015), ('folgendem_Wortlaut', 0.2263215035200119), ('Luftfahrtausstellung', 0.22564241290092468), ('BIN', 0.22441138327121735), ('Research_Projects', 0.2242322862148285)] Streichholz 0
million [('Fischmann', 0.24757641553878784), ('Rufer', 0.23681846261024475), ('Jentsch', 0.2337607592344284), ('Kleff', 0.23332710564136505), ('Pleuger', 0.23267480731010437), ('Metzing', 0.23226051032543182), ('Alt-Berlin', 0.2318684607744217), ('Jueri', 0.23149707913398743), ('Jestaedt', 0.2311648428440094), ('Strassenbenennung', 0.2308284342288971)] Million 0
mS [('Depenau', 0.24228273332118988), ('Breklum', 0.23873765766620636), ('Schellhorn', 0.23861990869045258), ('Driever', 0.23842181265354156), ('Joerg_Schneider', 0.23803487420082092), ('Goldach', 0.2374584674835205), ('DomatEms', 0.2352236807346344), ('Opfikon', 0.23520293831825256), ('Madiswil', 0.2322591096162796), ('Steenken', 0.23195596039295197)] frau 0
multiplier [('Deiss', 0.2737637162208557), ('Kontny', 0.27331480383872986), ('Nordhaus', 0.27132248878479004), ('Teuber', 0.26807454228401184), ('Freydank', 0.26796039938926697), ('Thill', 0.2675432562828064), ('Schor', 0.2614081799983978), ('Bulling', 0.25945067405700684), ('Panten', 0.25758832693099976), ('Hankel', 0.2539129853248596)] Multiplikator 0
myriad [('ehrenamtliche_Buergermeister', 0.1981309950351715), ('Massstaebe_gesetzt', 0.17869682610034943), ('zahlreichen_Ausstellungen', 0.1784687638282776), ('frueher_selbstaendige', 0.176614448428154), ('Gotik_Renaissance', 0.17013832926750183), ('Arzneistoff', 0.1701047122478485), ('farbig_gefasst', 0.16859544813632965), ('Grosse_Kreisstadt', 0.16674552857875824), ('Grien', 0.16424912214279175), ('gibt_Einwohnerentwicklung', 0.16408269107341766)] Myriaden 0
myriad [('ehrenamtliche_Buergermeister', 0.1981309950351715), ('Massstaebe_gesetzt', 0.17869682610034943), ('zahlreichen_Ausstellungen', 0.1784687638282776), ('frueher_selbstaendige', 0.176614448428154), ('Gotik_Renaissance', 0.17013832926750183), ('Arzneistoff', 0.1701047122478485), ('farbig_gefasst', 0.16859544813632965), ('Grosse_Kreisstadt', 0.16674552857875824), ('Grien', 0.16424912214279175), ('gibt_Einwohnerentwicklung', 0.16408269107341766)] Unmenge 0
myriad [('ehrenamtliche_Buergermeister', 0.1981309950351715), ('Massstaebe_gesetzt', 0.17869682610034943), ('zahlreichen_Ausstellungen', 0.1784687638282776), ('frueher_selbstaendige', 0.176614448428154), ('Gotik_Renaissance', 0.17013832926750183), ('Arzneistoff', 0.1701047122478485), ('farbig_gefasst', 0.16859544813632965), ('Grosse_Kreisstadt', 0.16674552857875824), ('Grien', 0.16424912214279175), ('gibt_Einwohnerentwicklung', 0.16408269107341766)] Unzahl 0
myriad [('ehrenamtliche_Buergermeister', 0.1981309950351715), ('Massstaebe_gesetzt', 0.17869682610034943), ('zahlreichen_Ausstellungen', 0.1784687638282776), ('frueher_selbstaendige', 0.176614448428154), ('Gotik_Renaissance', 0.17013832926750183), ('Arzneistoff', 0.1701047122478485), ('farbig_gefasst', 0.16859544813632965), ('Grosse_Kreisstadt', 0.16674552857875824), ('Grien', 0.16424912214279175), ('gibt_Einwohnerentwicklung', 0.16408269107341766)] Vielzahl 0
nine [('Naturpark_Habichtswald', 0.25499412417411804), ('Scharfenstein', 0.2514050006866455), ('Fedor', 0.2384798526763916), ('Krebsbach', 0.23538118600845337), ('Kinematografie', 0.2336587905883789), ('Tille', 0.2298792451620102), ('Ederbergland', 0.22915761172771454), ('Treuen', 0.22723093628883362), ('Fotokuenstler', 0.22629572451114655), ('Neuen_Sachlichkeit', 0.22623126208782196)] Neun 0
nineteen [('dreieckiges', 0.198459193110466), ('UN-Sicherheitsrates', 0.19593697786331177), ('Zweiten_Schlesischen', 0.18471470475196838), ('Durchbruechen', 0.1813848912715912), ('Gurtgesims', 0.18000584840774536), ('EG', 0.17357774078845978), ('Ziergiebel', 0.17169255018234253), ('Gebaeudeecken', 0.16947981715202332), ('Risalite', 0.16930128633975983), ('Netz-', 0.16832326352596283)] neunzehn 0
Nineties [('1696', 0.2166811227798462), ('IOF', 0.20784002542495728), ('mathematisch', 0.20617535710334778), ('Elektronische', 0.20182201266288757), ('Pais', 0.2005007565021515), ('aufhorchen', 0.19795943796634674), ('ausrichten', 0.19743487238883972), ('Vidas', 0.19621379673480988), ('Grand_Orient', 0.19608639180660248), ('IBU', 0.19588357210159302)] Neunziger 0
NINETY [('Albe', 0.2570987343788147), ('Monatszeitschrift', 0.24036510288715363), ('Christus_Pantokrator', 0.2402588427066803), ('Himmelfahrt_Mariae', 0.23606689274311066), ('Plinthe', 0.2345404326915741), ('Jagdstaffel', 0.2316785752773285), ('Apsis', 0.23147693276405334), ('Printmedien', 0.23054347932338715), ('AktG', 0.22942371666431427), ('Wappen-', 0.22803328931331635)] neunzig 0
Nought [('26°', 0.24982057511806488), ('2547', 0.2434566766023636), ('Planetarischer_Nebel', 0.24179862439632416), ('Sternbild_Andromeda', 0.23536643385887146), ('697', 0.22999334335327148), ('88,5', 0.22976911067962646), ('Kiel_Schiffs', 0.22908180952072144), ('kA', 0.22896115481853485), ('scheinbaren_Helligkeit', 0.22790969908237457), ('3070', 0.22718656063079834)] null 0
Octet [('Eliane', 0.2733442187309265), ('Kursawe', 0.26806774735450745), ('Freddy_Quinn', 0.26540103554725647), ('Schoenbaechler', 0.260531485080719), ('Foeger', 0.2586580216884613), ('Farina', 0.2581195831298828), ('Nicoletta', 0.2571816146373749), ('Kittner', 0.2565215229988098), ('Nuesslein', 0.25488361716270447), ('Boche', 0.25415802001953125)] Oktett 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] EIn 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] EINE 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] Einem 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] Einen 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] Einer 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] Eines 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] eins 0
ONe [('entstandener', 0.24407020211219788), ('Hauptsaechlicher', 0.23768852651119232), ('Toedlicher', 0.23211321234703064), ('Spurweite_betrug', 0.2220192700624466), ('dahin_schwerste', 0.2220010757446289), ('schwerwiegend', 0.22105705738067627), ('tiefer', 0.2183908373117447), ('Gewerkschaft_Deutscher', 0.21799518167972565), ('Tortosa', 0.214569553732872), ('Abu_Nidal', 0.21383391320705414)] MAN 0
ordinate [('Virilstimme', 0.19956310093402863), ('Autobahnverbindung', 0.1929081827402115), ('Consiglio_dei', 0.1852043718099594), ('Kurzparkzonen', 0.183245450258255), ('offizielles_Wappen', 0.176513671875), ('Haupt-_Residenzstadt', 0.17405593395233154), ('Bauvorschrift', 0.17373526096343994), ('Messstellen', 0.17137624323368073), ('Walserberg', 0.17097115516662598), ('Goldenen_Ehrenzeichens', 0.17026731371879578)] Ordinate 0
Pagination [('Chamber_Orchestra', 0.24962161481380463), ('Youth_Orchestra', 0.24924884736537933), ('6-7', 0.24911034107208252), ('NDR_Bigband', 0.24621286988258362), ('Spielzeit_20102011', 0.23991073668003082), ('Bundesjazzorchester', 0.2381504774093628), ('Jazz_Ensemble', 0.23702771961688995), ('Muenchner_Rundfunkorchester', 0.23560672998428345), ('Metropole_Orkest', 0.23446117341518402), ('Stern-Combo_Meissen', 0.23242364823818207)] Nummerierung 0
Pagination [('Chamber_Orchestra', 0.24962161481380463), ('Youth_Orchestra', 0.24924884736537933), ('6-7', 0.24911034107208252), ('NDR_Bigband', 0.24621286988258362), ('Spielzeit_20102011', 0.23991073668003082), ('Bundesjazzorchester', 0.2381504774093628), ('Jazz_Ensemble', 0.23702771961688995), ('Muenchner_Rundfunkorchester', 0.23560672998428345), ('Metropole_Orkest', 0.23446117341518402), ('Stern-Combo_Meissen', 0.23242364823818207)] Paginierung 0
Population [('Bundeskanzler_Helmut', 0.2836253046989441), ('Foerderern', 0.2818851172924042), ('Zuzueglern', 0.2778840661048889), ('Chef_Bundeskanzleramtes', 0.26732125878334045), ('olympischen_Sportarten', 0.2664578855037689), ('Staatsgaesten', 0.2649917006492615), ('Ruderer', 0.26363426446914673), ('Bundesverdienstkreuzes', 0.2635316550731659), ('Sparkassenchef', 0.26213598251342773), ('Olympische_Spiele', 0.2609301805496216)] Einwohnerzahl 0
Population [('Bundeskanzler_Helmut', 0.2836253046989441), ('Foerderern', 0.2818851172924042), ('Zuzueglern', 0.2778840661048889), ('Chef_Bundeskanzleramtes', 0.26732125878334045), ('olympischen_Sportarten', 0.2664578855037689), ('Staatsgaesten', 0.2649917006492615), ('Ruderer', 0.26363426446914673), ('Bundesverdienstkreuzes', 0.2635316550731659), ('Sparkassenchef', 0.26213598251342773), ('Olympische_Spiele', 0.2609301805496216)] Grundgesamtheit 0
Population [('Bundeskanzler_Helmut', 0.2836253046989441), ('Foerderern', 0.2818851172924042), ('Zuzueglern', 0.2778840661048889), ('Chef_Bundeskanzleramtes', 0.26732125878334045), ('olympischen_Sportarten', 0.2664578855037689), ('Staatsgaesten', 0.2649917006492615), ('Ruderer', 0.26363426446914673), ('Bundesverdienstkreuzes', 0.2635316550731659), ('Sparkassenchef', 0.26213598251342773), ('Olympische_Spiele', 0.2609301805496216)] population 0
PRIME [('Schornstein_Sixtinischen', 0.20652659237384796), ('Citta_di', 0.19253648817539215), ('Alpenpaesse', 0.19053961336612701), ('Via_Flaminia', 0.1898353397846222), ('Albaner_Bergen', 0.189581036567688), ('Basilika_Saint-Denis', 0.18689826130867004), ('Via_Francigena', 0.1868756115436554), ('Gubbio', 0.183355912566185), ('Prix', 0.1790710985660553), ('Schutzheiliger', 0.17637324333190918)] erste 0
PRIME [('Schornstein_Sixtinischen', 0.20652659237384796), ('Citta_di', 0.19253648817539215), ('Alpenpaesse', 0.19053961336612701), ('Via_Flaminia', 0.1898353397846222), ('Albaner_Bergen', 0.189581036567688), ('Basilika_Saint-Denis', 0.18689826130867004), ('Via_Francigena', 0.1868756115436554), ('Gubbio', 0.183355912566185), ('Prix', 0.1790710985660553), ('Schutzheiliger', 0.17637324333190918)] Vorbereiten 0
quadruplet [('KLM', 0.2855178415775299), ('Radioprogramm', 0.2849612534046173), ('Rundfunkgesellschaft', 0.2783749997615814), ('Charterfluggesellschaft', 0.26524993777275085), ('Privatradio', 0.2649115324020386), ('Da_Nang', 0.2576216459274292), ('privaten_Fernsehsender', 0.25641146302223206), ('oeffentlich-rechtlichen', 0.25609493255615234), ('RSI', 0.2548994719982147), ('Lauda_Air', 0.2548661530017853)] Vierling 0
QUARTET [('figuriert', 0.2971065640449524), ('Pastor_Maldonado', 0.2833873927593231), ('SUI', 0.2798418402671814), ('GER_Force', 0.2757687270641327), ('Walter_Roehrl', 0.2750556170940399), ('ITA', 0.2733038365840912), ('BEL', 0.2699149549007416), ('Esteban_Gutiérrez', 0.26920458674430847), ('Kinder-_Hausmaerchen', 0.26889005303382874), ('GER', 0.26636219024658203)] Quartett 0
quaternion [('Theater-_Filmschauspieler', 0.2518680989742279), ('Jazzpianist_Komponist', 0.23253583908081055), ('Stimmlage_Tenor', 0.2283841073513031), ('Dirigent_Komponist', 0.2273561954498291), ('schwedische_Schauspielerin', 0.225149005651474), ('Manhattan_Transfer', 0.22431723773479462), ('Stockholm_schwedische', 0.22350163757801056), ('Kornettist', 0.2215215414762497), ('roemisch-katholischer_Bischof', 0.22017399966716766), ('1963-', 0.21981389820575714)] Quaternion 0
