ABSENCE [('unnuetzer', 0.32383665442466736), ('lasterhaften', 0.31562933325767517), ('Schreder', 0.3116143047809601), ('Saegewerksbesitzer', 0.3084868788719177), ('unordentlichen', 0.30630046129226685), ('Stappert', 0.3059637248516083), ('Krammel', 0.30497029423713684), ('Thiels', 0.2968589663505554), ('Stanke', 0.2965641915798187), ('Beachtung_schenken', 0.2946451008319855)] Abwesenheit 0
Postponement [('Seitenschiffen', 0.25633504986763), ('gequaderten', 0.24558871984481812), ('Giebelwaende', 0.24480758607387543), ('Pendentifs', 0.24101926386356354), ('voller_Hoehe', 0.24002328515052795), ('aufliegen', 0.23964183032512665), ('Kegeldaechern', 0.23767676949501038), ('Oberlichtern', 0.23763211071491241), ('mittleren_Achsen', 0.23496386408805847), ('Bogenzwickeln', 0.23331323266029358)] Aufschub 0
Postponement [('Seitenschiffen', 0.25633504986763), ('gequaderten', 0.24558871984481812), ('Giebelwaende', 0.24480758607387543), ('Pendentifs', 0.24101926386356354), ('voller_Hoehe', 0.24002328515052795), ('aufliegen', 0.23964183032512665), ('Kegeldaechern', 0.23767676949501038), ('Oberlichtern', 0.23763211071491241), ('mittleren_Achsen', 0.23496386408805847), ('Bogenzwickeln', 0.23331323266029358)] Verschiebung 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] GRAS 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] GRAS 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Marihuana 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Marihuana 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Einsatz 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Einsatz 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Topf 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Topf 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Lochen 0
POT [('branden', 0.2568463683128357), ('Kriegsbegeisterung', 0.25364232063293457), ('kaschierte', 0.24677525460720062), ('helle', 0.23959773778915405), ('bleichen', 0.23887911438941956), ('Mitte_1890er', 0.23441918194293976), ('farblosen', 0.23403656482696533), ('durchdrang', 0.2327812910079956), ('Modefarbe', 0.2313222587108612), ('gedaempften', 0.2301161140203476)] Lochen 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Zwinger 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Zwinger 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Tierheim 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Tierheim 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Pfund 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Pfund 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Pfund 0
pound [('Panzerschiffe', 0.2600296139717102), ('Gut', 0.24283447861671448), ('Nixe', 0.23898974061012268), ('Muthesius', 0.236436128616333), ('Margarethe', 0.2253999263048172), ('Probesitzen', 0.22522102296352386), ('befand', 0.2250041663646698), ('Gasthoefen', 0.22244778275489807), ('Nichten', 0.22119787335395813), ('Franzius', 0.22046023607254028)] Pfund 0
Precipitation [('Gemeinschaftsbesitz', 0.2646068036556244), ('besonderen_Rechten', 0.2523311972618103), ('Schank-', 0.24647954106330872), ('Hofmuehle', 0.24565616250038147), ('Riedmark', 0.24376392364501953), ('Patronate', 0.24126090109348297), ('Stiftsbezirk', 0.24122489988803864), ('Schoren', 0.23978307843208313), ('Zollrecht', 0.23723682761192322), ('Einbach', 0.23648802936077118)] Niederschlag 0
prehistory [('Skibasar', 0.285571813583374), ('Ariston', 0.2818846106529236), ('Vatertagsfest', 0.2806706130504608), ('Adventswochenende', 0.2799631655216217), ('Verpflegungs-', 0.27959612011909485), ('Chares', 0.2784990072250366), ('Lindschied', 0.2783803343772888), ('Kesselfleischessen', 0.27740272879600525), ('Weinlaube', 0.27723604440689087), ('Koenigsfischen', 0.276114284992218)] Vorgeschichte 0
prehistory [('Skibasar', 0.285571813583374), ('Ariston', 0.2818846106529236), ('Vatertagsfest', 0.2806706130504608), ('Adventswochenende', 0.2799631655216217), ('Verpflegungs-', 0.27959612011909485), ('Chares', 0.2784990072250366), ('Lindschied', 0.2783803343772888), ('Kesselfleischessen', 0.27740272879600525), ('Weinlaube', 0.27723604440689087), ('Koenigsfischen', 0.276114284992218)] Vorgeschichte 0
prehistory [('Skibasar', 0.285571813583374), ('Ariston', 0.2818846106529236), ('Vatertagsfest', 0.2806706130504608), ('Adventswochenende', 0.2799631655216217), ('Verpflegungs-', 0.27959612011909485), ('Chares', 0.2784990072250366), ('Lindschied', 0.2783803343772888), ('Kesselfleischessen', 0.27740272879600525), ('Weinlaube', 0.27723604440689087), ('Koenigsfischen', 0.276114284992218)] Urgeschichte 0
PRIME [('Barockorgel', 0.27088314294815063), ('Turmhelm', 0.270029217004776), ('achteckige_Turm', 0.26399120688438416), ('Barockhaube', 0.2613522410392761), ('Spitzhelm', 0.2593017816543579), ('Zwiebelhaube', 0.2580224573612213), ('Landkreis_unterer', 0.2575705647468567), ('Egon_Eiermann', 0.24800662696361542), ('Polygonalchor', 0.24515308439731598), ('Dachreiter', 0.2450387328863144)] erste 0
PRIME [('Barockorgel', 0.27088314294815063), ('Turmhelm', 0.270029217004776), ('achteckige_Turm', 0.26399120688438416), ('Barockhaube', 0.2613522410392761), ('Spitzhelm', 0.2593017816543579), ('Zwiebelhaube', 0.2580224573612213), ('Landkreis_unterer', 0.2575705647468567), ('Egon_Eiermann', 0.24800662696361542), ('Polygonalchor', 0.24515308439731598), ('Dachreiter', 0.2450387328863144)] erste 0
PRIME [('Barockorgel', 0.27088314294815063), ('Turmhelm', 0.270029217004776), ('achteckige_Turm', 0.26399120688438416), ('Barockhaube', 0.2613522410392761), ('Spitzhelm', 0.2593017816543579), ('Zwiebelhaube', 0.2580224573612213), ('Landkreis_unterer', 0.2575705647468567), ('Egon_Eiermann', 0.24800662696361542), ('Polygonalchor', 0.24515308439731598), ('Dachreiter', 0.2450387328863144)] Vorbereiten 0
PRIME [('Barockorgel', 0.27088314294815063), ('Turmhelm', 0.270029217004776), ('achteckige_Turm', 0.26399120688438416), ('Barockhaube', 0.2613522410392761), ('Spitzhelm', 0.2593017816543579), ('Zwiebelhaube', 0.2580224573612213), ('Landkreis_unterer', 0.2575705647468567), ('Egon_Eiermann', 0.24800662696361542), ('Polygonalchor', 0.24515308439731598), ('Dachreiter', 0.2450387328863144)] Vorbereiten 0
PROBABILITY [('abgesandt', 0.2273680865764618), ('Nordmeer', 0.21005629003047943), ('Korps', 0.20929692685604095), ('britischen_Expeditionskorps', 0.20902396738529205), ('Lizenznehmern', 0.20888358354568481), ('Gemaecher', 0.2085292786359787), ('10-12', 0.20770592987537384), ('Suedarmee', 0.20745034515857697), ('Observatoriums', 0.20634768903255463), ('Auf_Betreiben', 0.20609411597251892)] Wahrscheinlichkeit 0
PROBABILITY [('abgesandt', 0.2273680865764618), ('Nordmeer', 0.21005629003047943), ('Korps', 0.20929692685604095), ('britischen_Expeditionskorps', 0.20902396738529205), ('Lizenznehmern', 0.20888358354568481), ('Gemaecher', 0.2085292786359787), ('10-12', 0.20770592987537384), ('Suedarmee', 0.20745034515857697), ('Observatoriums', 0.20634768903255463), ('Auf_Betreiben', 0.20609411597251892)] Wahrscheinlichkeit 0
PRODUCT [('darlegte', 0.24884915351867676), ('Reinbold', 0.24126209318637848), ('oppositionellen', 0.2352077066898346), ('Nill', 0.23507589101791382), ('Wallbaum', 0.2327498197555542), ('Eisenbahnarbeiter', 0.23110447824001312), ('Henlein', 0.23042109608650208), ('Sprengsaetzen', 0.22465305030345917), ('Transmutation', 0.2238415777683258), ('Flettner', 0.22371233999729156)] Produkt 0
PRODUCT [('darlegte', 0.24884915351867676), ('Reinbold', 0.24126209318637848), ('oppositionellen', 0.2352077066898346), ('Nill', 0.23507589101791382), ('Wallbaum', 0.2327498197555542), ('Eisenbahnarbeiter', 0.23110447824001312), ('Henlein', 0.23042109608650208), ('Sprengsaetzen', 0.22465305030345917), ('Transmutation', 0.2238415777683258), ('Flettner', 0.22371233999729156)] Produkt 0
PRODUCT [('darlegte', 0.24884915351867676), ('Reinbold', 0.24126209318637848), ('oppositionellen', 0.2352077066898346), ('Nill', 0.23507589101791382), ('Wallbaum', 0.2327498197555542), ('Eisenbahnarbeiter', 0.23110447824001312), ('Henlein', 0.23042109608650208), ('Sprengsaetzen', 0.22465305030345917), ('Transmutation', 0.2238415777683258), ('Flettner', 0.22371233999729156)] Produkt 0
PRODUCT [('darlegte', 0.24884915351867676), ('Reinbold', 0.24126209318637848), ('oppositionellen', 0.2352077066898346), ('Nill', 0.23507589101791382), ('Wallbaum', 0.2327498197555542), ('Eisenbahnarbeiter', 0.23110447824001312), ('Henlein', 0.23042109608650208), ('Sprengsaetzen', 0.22465305030345917), ('Transmutation', 0.2238415777683258), ('Flettner', 0.22371233999729156)] Produkt 0
PRODUCT [('darlegte', 0.24884915351867676), ('Reinbold', 0.24126209318637848), ('oppositionellen', 0.2352077066898346), ('Nill', 0.23507589101791382), ('Wallbaum', 0.2327498197555542), ('Eisenbahnarbeiter', 0.23110447824001312), ('Henlein', 0.23042109608650208), ('Sprengsaetzen', 0.22465305030345917), ('Transmutation', 0.2238415777683258), ('Flettner', 0.22371233999729156)] Produkt 0
PRODUCT [('darlegte', 0.24884915351867676), ('Reinbold', 0.24126209318637848), ('oppositionellen', 0.2352077066898346), ('Nill', 0.23507589101791382), ('Wallbaum', 0.2327498197555542), ('Eisenbahnarbeiter', 0.23110447824001312), ('Henlein', 0.23042109608650208), ('Sprengsaetzen', 0.22465305030345917), ('Transmutation', 0.2238415777683258), ('Flettner', 0.22371233999729156)] Reaktionsprodukt 0
Production [('Dominikanerinnenkloster', 0.26604872941970825), ('Turmsockel', 0.25615376234054565), ('Frauenthal', 0.24834869801998138), ('fruehgotischen_Stil', 0.24649374186992645), ('schwarzem_Marmor', 0.24552930891513824), ('Habsthal', 0.2449658215045929), ('Eigenkloster', 0.24264942109584808), ('Betreiberunternehmen', 0.23319777846336365), ('Wilfersdorf', 0.232246994972229), ('Glencore', 0.23089870810508728)] Produktion 0
Production [('Dominikanerinnenkloster', 0.26604872941970825), ('Turmsockel', 0.25615376234054565), ('Frauenthal', 0.24834869801998138), ('fruehgotischen_Stil', 0.24649374186992645), ('schwarzem_Marmor', 0.24552930891513824), ('Habsthal', 0.2449658215045929), ('Eigenkloster', 0.24264942109584808), ('Betreiberunternehmen', 0.23319777846336365), ('Wilfersdorf', 0.232246994972229), ('Glencore', 0.23089870810508728)] Produktion 0
Production [('Dominikanerinnenkloster', 0.26604872941970825), ('Turmsockel', 0.25615376234054565), ('Frauenthal', 0.24834869801998138), ('fruehgotischen_Stil', 0.24649374186992645), ('schwarzem_Marmor', 0.24552930891513824), ('Habsthal', 0.2449658215045929), ('Eigenkloster', 0.24264942109584808), ('Betreiberunternehmen', 0.23319777846336365), ('Wilfersdorf', 0.232246994972229), ('Glencore', 0.23089870810508728)] Herstellung 0
Production [('Dominikanerinnenkloster', 0.26604872941970825), ('Turmsockel', 0.25615376234054565), ('Frauenthal', 0.24834869801998138), ('fruehgotischen_Stil', 0.24649374186992645), ('schwarzem_Marmor', 0.24552930891513824), ('Habsthal', 0.2449658215045929), ('Eigenkloster', 0.24264942109584808), ('Betreiberunternehmen', 0.23319777846336365), ('Wilfersdorf', 0.232246994972229), ('Glencore', 0.23089870810508728)] Inszenierung 0
Production [('Dominikanerinnenkloster', 0.26604872941970825), ('Turmsockel', 0.25615376234054565), ('Frauenthal', 0.24834869801998138), ('fruehgotischen_Stil', 0.24649374186992645), ('schwarzem_Marmor', 0.24552930891513824), ('Habsthal', 0.2449658215045929), ('Eigenkloster', 0.24264942109584808), ('Betreiberunternehmen', 0.23319777846336365), ('Wilfersdorf', 0.232246994972229), ('Glencore', 0.23089870810508728)] Produktion 0
Prohibition [('NHL-Saison_200405', 0.22191359102725983), ('laendlich_gepraegt', 0.21793358027935028), ('Regionalen_Naturparks', 0.21381518244743347), ('Kelchblaetter_bilden', 0.21295210719108582), ('M3', 0.20983844995498657), ('M0', 0.2076658457517624), ('unflexibel', 0.20567834377288818), ('Albumindruese', 0.2050628811120987), ('Suedwestteil', 0.2044181525707245), ('katholischer_Konfession', 0.2035827487707138)] verbot 0
Prohibition [('NHL-Saison_200405', 0.22191359102725983), ('laendlich_gepraegt', 0.21793358027935028), ('Regionalen_Naturparks', 0.21381518244743347), ('Kelchblaetter_bilden', 0.21295210719108582), ('M3', 0.20983844995498657), ('M0', 0.2076658457517624), ('unflexibel', 0.20567834377288818), ('Albumindruese', 0.2050628811120987), ('Suedwestteil', 0.2044181525707245), ('katholischer_Konfession', 0.2035827487707138)] Alkoholprohibition 0
Prohibition [('NHL-Saison_200405', 0.22191359102725983), ('laendlich_gepraegt', 0.21793358027935028), ('Regionalen_Naturparks', 0.21381518244743347), ('Kelchblaetter_bilden', 0.21295210719108582), ('M3', 0.20983844995498657), ('M0', 0.2076658457517624), ('unflexibel', 0.20567834377288818), ('Albumindruese', 0.2050628811120987), ('Suedwestteil', 0.2044181525707245), ('katholischer_Konfession', 0.2035827487707138)] Prohibition 0
PROOF [('undurchlaessig', 0.2540544867515564), ('spezielle_Anwendungen', 0.2363997995853424), ('thermische', 0.23413918912410736), ('elektrische_Beleuchtung', 0.23350673913955688), ('physikalische_chemische', 0.23019251227378845), ('Leinoelfarbe', 0.22735802829265594), ('Standardmodell_Teilchenphysik', 0.22645045816898346), ('detektiert', 0.22252684831619263), ('vollwertiger_Ersatz', 0.22194251418113708), ('Wahlpflicht', 0.22122494876384735)] Beweis 0
proportional [('Wehners', 0.22335964441299438), ('Fuehrungsgremien', 0.21255753934383392), ('Ermordung_Juden', 0.2042567878961563), ('Kreis_Bensheim', 0.20182682573795319), ('Eigentuemerstruktur', 0.19827260076999664), ('Eindeutigkeit', 0.1974731683731079), ('Vertrauensleuten', 0.19602224230766296), ('These_vertreten', 0.1928614228963852), ('Bedeutung_zukommt', 0.1927136927843094), ('Stereotypen', 0.1926959604024887)] proportional 0
psi [('Waehrend', 0.2536083459854126), ('erringt', 0.24752432107925415), ('Gedenktag_heiligen', 0.23507001996040344), ('M*', 0.23009857535362244), ('Nachfolge_Republikaners', 0.22884061932563782), ('sechs_Legislaturperioden', 0.22826240956783295), ('Kreis_Preussisch', 0.2271140217781067), ('Herrengosserstedt', 0.2261781394481659), ('Tochter_Gutsbesitzers', 0.22434477508068085), ('Duppau', 0.22336749732494354)] psi 0
quadruple [('Protestgruppen', 0.21296542882919312), ('Wirbellose', 0.20848697423934937), ('regierungskritischen', 0.20650197565555573), ('Hambacher_Fest', 0.2032553106546402), ('Aviv', 0.1991257667541504), ('Mursis', 0.1988704353570938), ('Kottbusser_Tor', 0.19880931079387665), ('Hermelin', 0.19686618447303772), ('militanter_Islamisten', 0.19300612807273865), ('brutale_Vorgehen', 0.19205708801746368)] vierfach 0
quadruple [('Protestgruppen', 0.21296542882919312), ('Wirbellose', 0.20848697423934937), ('regierungskritischen', 0.20650197565555573), ('Hambacher_Fest', 0.2032553106546402), ('Aviv', 0.1991257667541504), ('Mursis', 0.1988704353570938), ('Kottbusser_Tor', 0.19880931079387665), ('Hermelin', 0.19686618447303772), ('militanter_Islamisten', 0.19300612807273865), ('brutale_Vorgehen', 0.19205708801746368)] vervierfachen 0
quadruplet [('Einiges', 0.23410023748874664), ('Musée_national', 0.21510297060012817), ('Ein_beruehmtes', 0.21221542358398438), ('Wolf_Vostell', 0.2094893604516983), ('Vocal_Performance', 0.20365960896015167), ('Caterina_Valente', 0.20002220571041107), ('Roberto_Blanco', 0.1995292454957962), ('Brussels', 0.19840088486671448), ('Centre_Georges', 0.1977638602256775), ('EST', 0.19700904190540314)] Vierling 0
QUANTUM [('Faechern', 0.25229158997535706), ('Faecher', 0.2464902698993683), ('allerorts', 0.2450806051492691), ('Schuljahres', 0.24127189815044403), ('weitaus_meisten', 0.23461075127124786), ('Aufgeschlossenheit_gegenueber', 0.2317754328250885), ('berufsbildenden_hoeheren', 0.23140545189380646), ('Romualdo', 0.23139800131320953), ('naeheren_weiteren', 0.2292446792125702), ('unterwiesen', 0.22356683015823364)] Quant 0
QUANTUM [('Faechern', 0.25229158997535706), ('Faecher', 0.2464902698993683), ('allerorts', 0.2450806051492691), ('Schuljahres', 0.24127189815044403), ('weitaus_meisten', 0.23461075127124786), ('Aufgeschlossenheit_gegenueber', 0.2317754328250885), ('berufsbildenden_hoeheren', 0.23140545189380646), ('Romualdo', 0.23139800131320953), ('naeheren_weiteren', 0.2292446792125702), ('unterwiesen', 0.22356683015823364)] Quant 0
QUANTUM [('Faechern', 0.25229158997535706), ('Faecher', 0.2464902698993683), ('allerorts', 0.2450806051492691), ('Schuljahres', 0.24127189815044403), ('weitaus_meisten', 0.23461075127124786), ('Aufgeschlossenheit_gegenueber', 0.2317754328250885), ('berufsbildenden_hoeheren', 0.23140545189380646), ('Romualdo', 0.23139800131320953), ('naeheren_weiteren', 0.2292446792125702), ('unterwiesen', 0.22356683015823364)] minimum 0
QUANTUM [('Faechern', 0.25229158997535706), ('Faecher', 0.2464902698993683), ('allerorts', 0.2450806051492691), ('Schuljahres', 0.24127189815044403), ('weitaus_meisten', 0.23461075127124786), ('Aufgeschlossenheit_gegenueber', 0.2317754328250885), ('berufsbildenden_hoeheren', 0.23140545189380646), ('Romualdo', 0.23139800131320953), ('naeheren_weiteren', 0.2292446792125702), ('unterwiesen', 0.22356683015823364)] minimum 0
QUANTUM [('Faechern', 0.25229158997535706), ('Faecher', 0.2464902698993683), ('allerorts', 0.2450806051492691), ('Schuljahres', 0.24127189815044403), ('weitaus_meisten', 0.23461075127124786), ('Aufgeschlossenheit_gegenueber', 0.2317754328250885), ('berufsbildenden_hoeheren', 0.23140545189380646), ('Romualdo', 0.23139800131320953), ('naeheren_weiteren', 0.2292446792125702), ('unterwiesen', 0.22356683015823364)] Quantum 0
QUANTUM [('Faechern', 0.25229158997535706), ('Faecher', 0.2464902698993683), ('allerorts', 0.2450806051492691), ('Schuljahres', 0.24127189815044403), ('weitaus_meisten', 0.23461075127124786), ('Aufgeschlossenheit_gegenueber', 0.2317754328250885), ('berufsbildenden_hoeheren', 0.23140545189380646), ('Romualdo', 0.23139800131320953), ('naeheren_weiteren', 0.2292446792125702), ('unterwiesen', 0.22356683015823364)] Quantum 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] viertel 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] viertel 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] Quartal 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] Quartal 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] Vierteljahr 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] Vierteljahr 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] Stadtteil 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] Stadtteil 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] viertel 0
quarter [('zusammengestellte', 0.23501887917518616), ('gedeckten', 0.23492726683616638), ('einschiffige', 0.22935184836387634), ('laufenden_Geschaefte', 0.22603356838226318), ('Fotoclubs', 0.2226157784461975), ('Ehrennadel_Gold', 0.22241483628749847), ('Gebruedern', 0.22234706580638885), ('Weinfuehrer', 0.22170165181159973), ('Ergaenzt', 0.2204926311969757), ('Eiderstedt', 0.22033840417861938)] viertel 0
